Timestamp,CPU_Usage,GPU_Usage,RAM_Usage,Disk_Usage,Temperature
2024-02-01 00:00:00,16.276976061340555,42.19558497236702,17.893970117142427,0.2944012546152158,49.395158521243715
2024-02-01 00:00:01,5.616332761224267,17.75593748359026,4.020877856513128,0.5562545654225197,41.82474147821492
2024-02-01 00:00:02,58.9848868650712,53.78358283349539,13.174714594174839,0.9061050714115905,59.15734270751491
2024-02-01 00:00:03,32.83040888016495,41.34739279701135,14.779161515519212,0.42656782285398887,46.407276995151165
2024-02-01 00:00:04,12.927417078721623,20.817048178135515,2.9030397367268304,0.5560373950985227,61.66381436172615
2024-02-01 00:00:05,51.29217732610769,87.4094981180048,7.7665457755943255,0.3322535307800385,74.21341976638583
2024-02-01 00:00:06,13.70781474754844,40.17196951390423,27.039253815868726,0.24580990286737697,94.5711850266412
2024-02-01 00:00:07,99.15141881608115,22.51568224894829,16.004456171296646,0.17141946363566882,67.10314229777526
2024-02-01 00:00:08,39.657748415672835,84.92685929517818,5.222676625089757,0.9348937910406676,78.04174327062864
2024-02-01 00:00:09,45.82714502121033,72.00195797331591,18.092509476150887,0.9015585046024702,47.70146082919665
2024-02-01 00:00:10,45.250726661793635,48.193164799558794,6.978142885639022,0.7061605757637288,71.51975578699589
2024-02-01 00:00:11,16.748564982571022,81.68079937515367,20.830311863189213,0.7606872850078108,34.02549299265854
2024-02-01 00:00:12,74.76147589935077,63.30096104168099,11.330559841909432,0.9803352527265645,44.39249187917603
2024-02-01 00:00:13,57.35184809535404,14.457416550427478,22.484766702178693,0.40622141405187107,108.46739080425586
2024-02-01 00:00:14,97.96544507539073,51.44067798128036,17.25286221726761,0.2630284421875036,69.41831613140401
2024-02-01 00:00:15,40.89495242888211,48.32365473488616,22.513279429042065,0.40369241409153866,92.38194285027143
2024-02-01 00:00:16,65.4367628890353,47.76761983372438,23.188852084473996,0.400289677464962,90.87135855764774
2024-02-01 00:00:17,97.9404831928958,19.38865242989118,15.213164040502262,0.5077347238241613,52.460830120848414
2024-02-01 00:00:18,58.56922161688996,91.70224676437674,2.9574350157418943,0.23319616457262243,74.88411356221141
2024-02-01 00:00:19,40.48181945238177,29.374880321380715,9.952670542018451,0.18419393122258187,96.68851211576458
2024-02-01 00:00:20,83.38598977263639,20.21980738588416,30.82676320287059,0.6852738814400667,108.4725177326219
2024-02-01 00:00:21,93.299790761337,71.20529709275746,9.478627904492011,0.9775404430105066,32.61786058749084
2024-02-01 00:00:22,51.93200866093629,43.20181235159393,2.6202748723875766,0.7367866151995478,66.58586937756236
