Timestamp,Engine_Temperature,Engine_RPM,Oil_Pressure
2024-02-01 00:00:00,101.54723240773433,7027.684776653994,30.722281613316056
2024-02-01 00:00:01,84.00366654759907,8035.258757821075,75.04236227644265
2024-02-01 00:00:02,110.16009449218872,15994.475077767243,53.622630516562666
2024-02-01 00:00:03,118.08262715844218,13625.77031721775,98.87703756487956
2024-02-01 00:00:04,101.75951377717888,2469.9845632711704,43.25218536481691
2024-02-01 00:00:05,103.1529026599774,2985.089702411855,105.4680053964059
2024-02-01 00:00:06,92.6266351079675,3652.71587361227,86.03407352145979
2024-02-01 00:00:07,102.66265101892643,12475.009981936688,58.46924337428771
2024-02-01 00:00:08,119.36523908871428,8458.603614586822,104.0195917194537
2024-02-01 00:00:09,108.99151725325235,10133.141474711001,59.67399564739259
2024-02-01 00:00:10,90.7948240056967,15303.688323524237,83.372013656545
2024-02-01 00:00:11,104.95066308754805,9248.48251960353,55.49615866999473
2024-02-01 00:00:12,100.44861611994986,9674.93524157867,34.44276551214006
2024-02-01 00:00:13,93.85121277241298,8042.927160968079,79.20776035554042
2024-02-01 00:00:14,83.04804240196674,8833.974370267253,88.66203154942176
2024-02-01 00:00:15,125.29760771643129,3371.5377534529466,59.59734839256204
2024-02-01 00:00:16,112.27055168282817,10037.330728751902,35.07305413194916
2024-02-01 00:00:17,129.19607585268002,10483.42896526717,84.59850750268129
2024-02-01 00:00:18,95.63216152528342,6472.08180271799,95.92739290534267
2024-02-01 00:00:19,116.15405610094362,10069.386442342151,54.28376664992136
2024-02-01 00:00:20,88.65812946073066,4235.514385906099,56.12423275146911
2024-02-01 00:00:21,89.7873714479772,3662.0715805353066,90.72647325290578
2024-02-01 00:00:22,119.58134062581352,4629.656490428006,38.63410655375609
2024-02-01 00:00:23,82.8609566542149,15349.628866577945,32.91530647203756
2024-02-01 00:00:24,96.07672785928133,4262.58932442959,94.3117302400301
2024-02-01 00:00:25,89.23037228153035,5127.961668199641,102.63095001618318
2024-02-01 00:00:26,107.27158618087627,8282.133008305478,103.2735160037579
2024-02-01 00:00:27,109.85196471356576,15678.483763156557,85.68949564765677
2024-02-01 00:00:28,107.54000825450296,2184.4981597498213,66.70406784094297
2024-02-01 00:00:29,121.20917501802285,13571.600611774851,65.18986972891338
2024-02-01 00:00:30,97.9732859761393,2221.8213948987736,47.680728191494914
2024-02-01 00:00:31,119.99128426584207,2264.4266079034023,85.0651890687384
2024-02-01 00:00:32,116.6635216711208,4660.606617648571,59.4996839028192
2024-02-01 00:00:33,116.6634963660879,5944.621618272779,41.31544174755152
2024-02-01 00:00:34,124.29784424833711,9827.33264294115,63.94376021650304
2024-02-01 00:00:35,112.18397300911718,11495.288726482859,87.51601346431568
2024-02-01 00:00:36,107.07587489948698,7540.645309501256,36.05943414635974
2024-02-01 00:00:37,86.51580857919936,12124.624103364502,45.781104433390155
2024-02-01 00:00:38,84.73566594534218,2805.199977437887,35.84594297046813
2024-02-01 00:00:39,101.23963650119983,10571.23090057295,65.80443823490054
2024-02-01 00:00:40,128.07994874116605,10149.954063667165,37.90628827537421
2024-02-01 00:00:41,104.9215217781688,5407.9486486624255,76.20477792161714
2024-02-01 00:00:42,110.32803385096793,4320.951663021715,104.13415941485569
2024-02-01 00:00:43,93.80088753408515,5022.254058997629,57.67682055002132
2024-02-01 00:00:44,112.20136415976458,4404.536698739023,61.845127814531196
2024-02-01 00:00:45,87.58471553338552,4581.874390877929,36.91166719893037
2024-02-01 00:00:46,85.7989126048016,2439.6724374762293,105.4782984517273
2024-02-01 00:00:47,124.78000965545978,4282.39129705678,30.90808115253747
2024-02-01 00:00:48,86.48258824481628,14272.543409631495,109.63512604305642
2024-02-01 00:00:49,83.36367093862543,3925.7782206590073,78.88705778000039
2024-02-01 00:00:50,105.45649706120713,5186.7322200681165,103.66317716871889
2024-02-01 00:00:51,86.36864955466197,9856.03499411752,38.23110828122556
2024-02-01 00:00:52,126.41667232567065,8141.062067445728,43.697745094811694
2024-02-01 00:00:53,104.37756792521314,14914.990480848719,89.5507497517124
2024-02-01 00:00:54,113.90812398278806,5733.13403569687,59.182093675691675
2024-02-01 00:00:55,91.34616674701984,9758.450332461245,41.679491159201206
