Timestamp,Brake_Pressure_Front_Left,Brake_Pressure_Front_Right,Brake_Pressure_Rear_Left,Brake_Pressure_Rear_Right,Brake_Temperature_Front_Left,Brake_Temperature_Front_Right,Brake_Temperature_Rear_Left,Brake_Temperature_Rear_Right
2024-02-01 00:00:00,92.5247020289187,37.33056264662128,82.5870856309657,79.7208430996649,163.8726539658973,444.4928637399879,109.27109517568041,955.827563948452
2024-02-01 00:00:01,17.314165820996585,96.19105886850751,91.91781858915775,85.40094743084941,934.0592491103545,457.24534085899325,81.92586409898868,535.0924123866187
2024-02-01 00:00:02,60.94181126089852,44.9879224101055,87.85425880341285,68.16885094314658,952.6465800812499,146.1616308150651,99.29900850098767,430.5482839300919
2024-02-01 00:00:03,109.17580719982925,75.13523655664551,62.694608363863274,105.21657541197932,640.3359550563533,593.1812270179249,64.75863797882471,897.1352059664658
2024-02-01 00:00:04,36.12050203801878,85.00259197601615,98.14521572394978,40.683314881368574,272.33502549713694,720.6327597317935,936.1709230571473,841.8657643364105
2024-02-01 00:00:05,10.137033280381393,55.87130886039946,78.84103078725266,45.36808384513734,352.7568760343674,95.48780320057688,566.50796529843,1047.1470714219245
2024-02-01 00:00:06,25.582577546299483,55.36802692374059,76.60387231100717,92.76755643953018,770.8624272762839,569.653927361365,163.09722419036729,908.9875475481165
2024-02-01 00:00:07,12.322591393798334,17.210101125660493,108.54313161452062,42.96643156872713,1038.382193249302,321.94264224136975,326.30130702787847,717.5994413707465
2024-02-01 00:00:08,31.84133852489709,101.65030955037795,15.424494318122719,50.20481210473762,668.1838223784016,747.0131292688912,632.6357235640565,995.9471915912118
2024-02-01 00:00:09,63.798943973142556,59.88232020587664,50.86699188790285,12.548241987205424,569.4759144746887,138.1066077303122,276.64733250557197,544.5455038500497
2024-02-01 00:00:10,70.30338578142153,61.33931894660443,51.716597259384756,38.04657087177792,648.8272574871767,329.0921113959275,296.02973822478384,319.7641191996263
2024-02-01 00:00:11,72.95552154229124,50.389070826710935,56.58997701867465,14.548044196184087,999.7325697688909,883.0552038464016,386.1945452806043,1015.2792309458544
2024-02-01 00:00:12,17.905604075340257,84.81421006275856,28.577959207933315,35.20149136640531,494.8952127463398,910.527983642741,668.6888803215819,429.4311054501408
2024-02-01 00:00:13,19.457369586994147,70.92712533096162,66.54238786751483,73.56218739503495,295.1659345396092,132.55177935999214,199.1293416337045,1018.5317032519904
2024-02-01 00:00:14,61.941550284706906,28.134323866311398,36.82945488015635,15.660213979520002,608.0950079639225,530.1283303728212,717.7138541760283,857.8761335094127
2024-02-01 00:00:15,35.49759611839501,37.97910744934654,40.08390653312291,20.35293235846445,596.4751931544607,819.9199123292315,229.85263879461522,1029.9032097206787
2024-02-01 00:00:16,43.406141517025304,73.86635191170639,77.84280562266221,34.46160954420975,466.92070345796526,703.4521320024419,157.34721760618106,924.4525620834027
2024-02-01 00:00:17,89.7410419988797,29.187849258334676,34.0298837422073,96.12916003577837,190.30727954961952,461.47900193941956,682.1459725424724,280.8751942096996
2024-02-01 00:00:18,58.95519804372797,34.9555747732098,109.06553338599295,31.539600006067683,393.9950711984623,718.8875815948886,420.06927366617515,670.4309867897148
2024-02-01 00:00:19,37.18981153138283,93.4691673888284,55.97147218779391,22.59732669497925,416.022828301361,424.8712147863812,355.2749957851286,543.4036926070348
2024-02-01 00:00:20,17.807176278337323,23.624756066087727,11.046259889548452,49.19774690557082,444.9985217141215,1004.487424310922,588.0804479778333,640.1164589868581
2024-02-01 00:00:21,79.31928785732835,14.655464137528643,25.6930194736996,65.51282519778215,675.4720567699667,494.9695294815115,430.8111044675027,816.9983620184898
2024-02-01 00:00:22,50.27990950491389,88.9459900945705,97.13934442472195,16.67182208814834,58.8492627308614,448.8887574366605,640.6292510711712,89.4734026366068
2024-02-01 00:00:23,10.230038462560634,42.41183628177622,66.614169367668,13.392209900240072,675.7395104418551,699.1648653071372,688.3396384488348,1032.6414822646025
2024-02-01 00:00:24,90.40958165346582,81.48629157910811,28.21106387107084,29.254507352805938,797.3117605813546,237.79502521462055,982.4293662135219,613.8431207034283
