Timestamp,Tire_Pressure_Front_Left,Tire_Pressure_Front_Right,Tire_Pressure_Rear_Left,Tire_Pressure_Rear_Right,Tire_Temperature_Front_Left,Tire_Temperature_Front_Right,Tire_Temperature_Rear_Left,Tire_Temperature_Rear_Right
2024-02-01 00:00:00,32.16576336881629,33.43722825371828,29.94322881732477,34.3690154937816,82.88156653472386,72.37258092631724,87.71627705183606,117.30985138539842
2024-02-01 00:00:01,33.74517727906021,25.402979657003808,33.72886337565687,38.9405730171527,124.72159688668745,85.74374203950593,76.50748284489919,108.31776532938734
2024-02-01 00:00:02,37.74620115754781,32.917796509895126,34.20025688762687,34.28114829346899,74.98660967479672,107.07586369475968,89.93988733700236,113.26711443105131
2024-02-01 00:00:03,37.47347843206779,35.88241831876569,34.92253853209994,36.83370162707673,98.92956300683575,98.2552891505468,104.19213967334795,128.3567465356296
2024-02-01 00:00:04,37.19527518569247,25.592667100151566,38.11066521252173,37.87591638838699,106.48228510161707,125.45970761492615,78.87010624676348,84.53184234827685
2024-02-01 00:00:05,32.07854883376042,29.830198813201264,32.249567119336575,27.68554284030225,120.58653377290376,72.38958568672595,114.51825670538261,106.63398510219984
2024-02-01 00:00:06,35.35823123757609,37.42573808072955,39.62296472699881,31.373994161170685,114.2913242000061,80.73290657527609,106.30581184758626,91.89084866133187
2024-02-01 00:00:07,38.6181210794843,36.107024180089496,33.608607709246186,26.812635814338417,99.12019264254587,95.87372517273565,128.45411410622006,128.84282843853777
2024-02-01 00:00:08,37.23174807603845,37.21707786363562,36.88983075200013,30.271980399878164,91.36069025354857,100.60691376788627,117.20734336793794,107.38717236398223
2024-02-01 00:00:09,25.617588601115724,28.35748259213626,30.130845121980187,31.771907228540133,90.27426399693975,106.47823084421015,101.25353155439119,92.34239309530167
2024-02-01 00:00:10,25.650022078896228,32.78130500302264,35.70954512829009,36.30684630253907,124.98837387385822,118.91332402305487,116.2369993428898,102.36618016261266
2024-02-01 00:00:11,39.93488099388642,31.7670139704062,35.09304111165241,29.18466011724768,123.74004420248248,121.6574563973477,119.4694194273883,120.0480991263837
2024-02-01 00:00:12,36.79294526028546,25.733281299164172,37.29421511454096,33.990535235205286,119.78309765459989,109.74926307960388,113.61152524413276,71.69970396623796
2024-02-01 00:00:13,35.857320199172406,35.222920806297765,26.736579491748024,26.721120708799855,97.26078930045155,112.92973897000174,115.31952838705658,99.81170989117187
2024-02-01 00:00:14,29.44659085105246,32.89092478915635,25.529914041935527,36.63489283511787,84.97226409950524,87.50318421905733,105.21215758554864,125.4659492820569
2024-02-01 00:00:15,30.936676323843052,38.74404629832403,39.406095547575994,25.036491222380093,121.99526412309085,96.71101581749915,85.83550945373608,101.58908002717892
2024-02-01 00:00:16,31.29526536192385,35.32831373483592,36.71143116042961,34.16500785405105,126.64860520908832,85.01686896927765,73.32703557388136,97.85354815963265
2024-02-01 00:00:17,31.995191017272944,39.266791416854055,27.45644074103221,28.724261804713617,107.3434642107234,91.61055421549644,92.89990945325441,126.3113671064097
2024-02-01 00:00:18,38.90649898135877,30.14086822299087,37.18049500868461,39.85336152301748,120.24393389338464,103.10913566122677,117.86306378236505,123.48669602336346
2024-02-01 00:00:19,35.42492679302497,28.032059042479148,36.15724767681052,36.86918521718991,90.73182598745078,95.7605026034627,119.36181104255544,99.9888070716809
2024-02-01 00:00:20,36.57654055503241,39.9154024332743,29.409790911326702,26.230824753564423,96.22933125077313,86.57270287729314,121.82783727528368,119.22262662362775
2024-02-01 00:00:21,31.161072562099015,27.496259819037363,35.72604863715206,31.099214009744067,104.1935652580218,107.48291144825068,124.43929393807159,88.02180672844081
2024-02-01 00:00:22,37.64713791888876,34.8440364297804,28.12209508768457,27.08758131546662,109.01100809012027,111.60165174849399,117.70546396732472,100.49967852624397
2024-02-01 00:00:23,35.12186102430998,29.52794322973888,30.379904119541187,31.3291280571204,94.93311547414667,123.64124059519581,94.07770112608148,117.33364849684125
2024-02-01 00:00:24,38.02695656519437,38.88468969656765,31.88893962632054,34.824718701965736,78.6940997023584,91.19494053133772,83.12852945675222,91.79268370861452
2024-02-01 00:00:25,25.98830447848332,39.543363532787126,26.616412792082723,32.674891194223534,94.76517312318637,81.07680169258981,77.48000864538224,92.65184206162802
2024-02-01 00:00:26,38.19304093919861,30.163883329447074,36.74088800236756,35.86468238608155,82.94960646563727,101.25459327862458,108.3028249333932,80.67575764754986
2024-02-01 00:00:27,32.12515827075546,31.7751898842739,31.50814726776659,34.369041692399506,95.45532331024229,117.78497506439258,72.82206957000689,105.04139693499373
2024-02-01 00:00:28,34.89212220019154,26.787842569655524,25.091248698195084,35.2283346188546,104.85211196614279,100.15616604624489,87.93862713890863,88.39342143912606
2024-02-01 00:00:29,25.505916698212634,35.48291829865239,29.922271019316547,26.128398694437873,97.76140091602568,89.89001965590418,82.73776773447801,83.73972604243839
2024-02-01 00:00:30,26.976833567831825,25.659092966833875,31.116957887110793,31.523400371072604,87.80831632032208,129.12269750527577,121.20396423796964,74.49504759817903
2024-02-01 00:00:31,38.70627864246245,33.91617262610537,39.96278678817737,37.8057143184204,112.3808183233041,83.91734700885911,129.04477588116848,94.72811856635411
2024-02-01 00:00:32,26.828607019715587,36.96997559055194,35.22606053826557,34.80146512228896,123.3152973125687,114.53790799270926,86.48875065715315,71.24702989644155
2024-02-01 00:00:33,39.34562828027284,36.02299020213039,35.22871141769607,26.23458638757444,78.52188568505538,70.25100257052259,96.58634684469465,114.5715665285804
2024-02-01 00:00:34,32.2123347565921,31.3209845059178,37.356040832816646,29.07792511805502,100.1512678969223,125.39863729595712,106.18775654003814,80.18559410261271
2024-02-01 00:00:35,39.296315288470275,36.19542434369803,28.1391208312672,39.23857137079297,103.5297128749627,100.86817090068796,105.62971319554637,101.28448795416486
2024-02-01 00:00:36,31.454805220803532,32.290827497907365,34.74378214961696,34.54102978411813,94.57306106983653,92.34374660994112,115.40934685075376,91.67051875554175
2024-02-01 00:00:37,28.962960253404987,28.136827891335873,27.787082873090437,30.043373203410326,118.70078965456426,128.80337181052312,96.61101712020174,119.9077433881295
2024-02-01 00:00:38,32.91744466234118,28.79763336917872,28.967149876563145,32.31077224112965,86.52617146584038,84.39821498101685,127.85386774325015,97.5150068748147
2024-02-01 00:00:39,27.540140034949573,25.640213495553038,34.09396471798598,30.46024620634043,71.05065035554938,110.97367109991559,75.8363601555086,115.69448491577762
2024-02-01 00:00:40,34.81187055215976,30.936316376011927,39.8729371409096,31.234802711454034,80.35849875604185,90.66142750768361,112.28330307831354,91.59859104657558
2024-02-01 00:00:41,27.901437917387458,33.09480463009688,34.54942617520379,31.13908314854283,76.18713549486222,129.88646706557392,78.9096793951653,113.22590024333437
2024-02-01 00:00:42,28.253818096756493,32.01475158834647,26.909242245540113,26.79431874468858,90.86527365061684,121.18158618472089,78.28599988443722,103.71724181737282
2024-02-01 00:00:43,37.70467880219618,28.458410713986304,36.977764930335084,33.5239230083575,129.0548918784487,90.63266482753963,90.9597450522299,105.67247348761427
2024-02-01 00:00:44,38.245847656930536,30.705697389388867,25.82244162858498,25.340317528965837,95.182467561573,115.0844523731729,112.5022993204105,124.31624222699566
