Timestamp,CPU_Usage,GPU_Usage,RAM_Usage,Disk_Usage,Temperature,Engine_Temperature,Engine_RPM,Oil_Pressure,Brake_Pressure_Front_Left,Brake_Pressure_Front_Right,Brake_Pressure_Rear_Left,Brake_Pressure_Rear_Right,Brake_Temperature_Front_Left,Brake_Temperature_Front_Right,Brake_Temperature_Rear_Left,Brake_Temperature_Rear_Right,Tire_Pressure_Front_Left,Tire_Pressure_Front_Right,Tire_Pressure_Rear_Left,Tire_Pressure_Rear_Right,Tire_Temperature_Front_Left,Tire_Temperature_Front_Right,Tire_Temperature_Rear_Left,Tire_Temperature_Rear_Right,Speed,Throttle_Position,Steering_Angle,G-Force_Lateral,G-Force_Longitudinal
2024-02-01 00:00:00,53.70844092244425,21.42772507918003,23.78722629330576,0.5101432097039362,39.94938626731136,123.4105329445181,10346.12757655216,67.81891798580784,57.70051718245176,92.02403391727148,51.60706107080976,15.669291496944018,1027.6298154114554,456.0479073367771,434.2110253990111,905.9990650815142,25.83132704502501,37.06043413458947,32.544558536006235,34.24345118215136,90.07584881232324,117.61166957667048,98.2921380425328,84.77731379982903,166.05275560617608,41.62076079132725,-25.74802869999064,-3.011836296405492,-3.916210101297791
2024-02-01 00:00:01,53.18167696615367,88.10687792361665,28.875917684027986,0.3621842992305869,79.68448079574839,100.1856932070256,2323.386864785241,91.36267552822792,44.89251480758886,56.20105926486207,33.35000660395351,71.26483745466662,964.6194307028006,454.52323989037086,343.9427723220512,497.9306750972716,29.13827120601368,29.046765000409074,29.210736043303577,38.23778770893147,79.97937212377346,118.91945632648088,122.71906653157508,100.05115621944203,64.4897016566036,98.33293462537485,48.435398790715766,5.522851879895313,-1.2160874760153089
2024-02-01 00:00:02,61.15572534260502,60.14135666408123,3.185492093053861,0.1097006612862969,78.27489845202601,90.17139581120205,7101.589663245123,87.72881687262057,79.18524712356809,44.607991474392506,35.32307654047242,97.41797866606152,965.7470223528394,162.456788419397,102.70289965735252,216.18881495944493,31.234783138153293,32.65131681008435,29.61462464597081,36.63372147126158,105.53830160280228,127.89695644459016,90.70474618102082,119.62861706058484,163.24870075386636,37.26972012083407,88.01644549198096,-3.233168546681466,0.8232422458715343
2024-02-01 00:00:03,95.40290785679896,59.443950698211616,28.36019533052489,0.6749512532997712,25.1242127728296,122.07457022263998,11206.40448085937,68.08737768083546,107.36925281950737,70.37541500482197,60.700307910507405,68.30874633328986,827.9304789048846,108.45617407732628,796.6529713444053,306.7640792068423,30.764097825875275,28.93333991833437,33.61031464938322,36.92034852985833,91.35956009247812,101.3175606984138,123.99763002257136,76.94339920469476,189.6236761296603,56.366477782481375,-65.4120813985114,2.854456139530397,-3.4273998396500795
2024-02-01 00:00:04,71.06877177232688,86.98344738827461,25.16307848530945,0.660292876482534,97.55857181639244,122.69129764110646,15292.688888055516,107.8811710064674,106.04128792932254,16.399620792057604,107.70081588598202,42.8880929427061,553.1913365436695,75.35275359511769,864.3423024195002,84.56980465649761,26.18002352529066,34.640478070933696,36.11221502673024,37.46065885126294,128.69945057643142,116.92137793413568,112.1235351651747,99.09025248145934,214.87582518331592,38.28593557359649,-42.60518657614791,1.9643677038166896,-4.408632394982961
2024-02-01 00:00:05,59.73323540704774,10.575440881784342,21.16093548658317,0.314123860975275,69.03133244194436,106.19211666475616,7071.845954754404,84.83162283423707,21.11158653644322,107.8696392717733,13.010155065275956,78.29976685231667,153.91695840293704,982.2058178437272,770.6877828007501,126.76003036030032,33.81105918095659,26.21467281608832,30.770138384029416,27.592653963782563,120.55223774965012,129.27872447338936,73.11664029550685,76.9534258738364,108.95084216488424,23.50210622720223,77.92253125071508,-5.5945528852100885,3.9321413761978334
2024-02-01 00:00:06,67.40576456288011,44.185849096751525,7.467613333401009,0.715474459283951,28.84743371566739,119.3265495932476,12651.711187513383,36.662372371724665,18.800984879324822,26.3333344201706,34.362271767685584,30.10418539177796,1048.9552676294925,946.0246468437416,111.78681261182018,427.5131128370373,33.10159139026805,28.51944262578619,37.31040597787779,32.65008518184616,126.41303452797077,107.50037325441964,110.57691851010904,83.20778110912362,132.00655982228812,22.566061121614,36.64580037887042,-5.137629322229646,-5.1905522068093655
2024-02-01 00:00:07,55.71287426037274,14.916921658147311,18.7889826763495,0.3212968792814189,60.17688302131285,87.91197153483034,8518.301602793395,63.90227379223258,72.50600439796824,23.75241926885884,103.17038902088524,48.98418054233444,331.60976508300274,1016.89996986152,587.8782774032868,887.4821015990092,27.52567532701372,39.21139996626047,35.526836483476124,37.01846359347744,91.47717315102128,121.3850869368036,74.10863015538595,83.11485175030224,190.52906077856625,24.15167718325925,-40.8764682495944,0.3899943069387852,-2.5622167963134777
2024-02-01 00:00:08,88.54715883589692,21.600703999811948,1.1246102191561616,0.3729313119441222,91.9312646290702,123.20811148507374,7834.722950351489,73.06648406432262,69.75156714051114,71.06393284670939,87.80019904263614,29.3867717299944,621.0711402323001,437.42271993921327,849.1277678136418,290.7886547802728,27.55944629980089,39.07486438770014,37.760500090071375,34.75701920474708,108.2232991426001,107.06876850049072,123.71689001171175,126.0895080280453,56.79406123965212,43.89117858183453,-48.936877955499504,0.1633961233576162,-3.171253027682979
2024-02-01 00:00:09,33.50793528528769,97.53919270790853,27.01090600917783,0.2458934188812883,31.833578689750937,108.60850335013846,2922.5863303778588,96.0389483800721,17.371934827504802,41.819296215321934,17.100840622633964,25.28693435174324,66.51374016154617,829.1459738112577,291.5831881335584,519.2747773472009,34.58615811906104,30.45885531839751,26.608964740130045,27.79981452684184,111.05244571933652,106.5408299879031,124.57495598560968,125.71799694471812,198.54715217247036,88.2708252131335,55.21418056026843,3.214087445281818,4.014897771869304
